Question,Answer,File,URL
How does Simon Fraser University acknowledge the Indigenous peoples on whose lands it operates?,"Simon Fraser University respectfully acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples on whose unceded traditional territories our three campuses reside.",1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
What should I do if I'm unsure about making a report?,"If you're unsure about making a report, you can contact the SVSPO for support and to learn about your options. You do not need to make a report to access support services. You can reach out by calling 778.782.7233 or emailing sv-support@sfu.ca.",1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
What is the contact number for the SVSPO?,778.782.7233,1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
How can I reach the SVSPO via email?,You can reach the SVSPO via email at sv-support@sfu.ca.,1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
Does submitting an anonymous allegation mean I am officially reporting sexualized violence?,"No, submitting an anonymous allegation does not mean you are making an official report of sexualized violence to SFU.",1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
What limitations does the University have in acting on anonymous allegations?,The University’s ability to act on anonymous allegations of sexualized violence is very limited.,1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
What information do I need to provide to submit an anonymous allegation?,"You need to complete the form with as much information as you're willing or able to provide. If you provide an email address, an SVSPO Case Manager will follow up with you to offer support.",1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
Will I receive follow-up support if I provide my email address?,"Yes, if you provide an email address, an SVSPO Case Manager will follow up with you to offer support.",1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
Where is the SFU Sexual Violence Support & Prevention Office located?,"West Mall Centre (WMC) 1301, 8888 University Drive, Burnaby, B.C., Canada V5A 1S6",1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
Which Indigenous peoples' territories does SFU acknowledge?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen.",1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
What section of the Sexualized Violence Policy Procedures outlines the acceptance of anonymous allegations?,Section 6.0,1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
Is there a specific form to fill out for submitting an anonymous allegation?,"Yes, there is a specific form to fill out for submitting an anonymous allegation of sexualized violence.",1_2_6_11_5,https://www.sfu.ca/sexual-violence/get-help/anonymous-allegations.html
What is relationship violence?,"Relationship violence can occur in various kinds of personal relationships, such as between family members, partners, or spouses. It can happen to anyone and can take place in private or public spaces, involving individuals of different or the same gender identities. Relationship violence may also be referred to as domestic violence, intimate partner violence (IPV), dating violence, or family violence. It includes not only physical or sexual harm but also other forms of abuse where the abusive partner seeks to dominate and control the other through intimidation and fear.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
What are the potential warning signs of an abusive relationship?,"The potential warning signs of an abusive relationship could include:

- Intimidation and fear
- Dominating and controlling behavior
- Emotional abuse
- Isolation from friends and family
- Jealousy and possessiveness
- Constant criticism or belittling
- Threats of harm or actual harm
- Monitoring communication or movements
- Financial control or manipulation",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
Where can I get help for relationship violence?,"You can get help for relationship violence by contacting the Sexual Violence Support & Prevention Office (SVSPO) at 778.782.7233 or sv-support@sfu.ca. They offer personalized safety planning and referrals to both on and off-campus resources. Additionally, you can visit the Get Help pages for more information on campus and community support services.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
How does relationship violence differ between various types of personal relationships?,"Relationship violence can occur in various kinds of personal relationships, such as between family members, partners, or spouses. It can happen to anyone, regardless of gender identity, and can take place in both private and public spaces. The nature of the relationships may influence the dynamics of the violence, but the fundamental issue of control and intimidation remains consistent across different types of relationships.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
Is relationship violence limited to physical and sexual harm?,"No, relationship violence is not limited to physical and sexual harm. It can include other forms of abuse where the abusive partner seeks to dominate and control the other through intimidation and fear.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
"Can anyone experience relationship violence, regardless of gender identity?","Yes, relationship violence can happen to anyone, regardless of gender identity.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
What types of harm are included in relationship violence?,"Relationship violence may include various types of harm, which can be physical, sexual, or other forms of abuse that involve domination and control through intimidation and fear.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
How can I recognize if I or someone I know is in an abusive relationship?,"Some warning signs of an abusive relationship could include:

- Intimidation and fear from a partner
- Attempts to dominate and control
- Emotional abuse 
- Isolation from friends and family
- Monitoring or controlling behavior 
- Verbal abuse 
- Physical harm 
- Sexual abuse 

Recognizing these signs can help identify if you or someone you know may be in an abusive relationship.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
What services does the Sexual Violence Support & Prevention Office provide?,"The Sexual Violence Support & Prevention Office provides personalized safety planning, assistance with connecting to resources, and referrals to both on and off-campus support services. They also offer a non-judgmental environment to ask questions and learn about options.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
How can I connect with the SVSPO for support?,You can contact the SVSPO by calling 778.782.7233 or emailing sv-support@sfu.ca.,1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
Are there resources available specifically for students or faculty and staff?,"Yes, there are resources available specifically for students and faculty and staff. You can visit the ""Help for Students"" and ""Help for Faculty and Staff"" pages for more information.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
What should I do if I feel unsafe in a relationship?,"If you feel unsafe in a relationship, you can:

1. Contact the Sexual Violence Support & Prevention Office at 778.782.7233 or sv-support@sfu.ca for assistance.
2. Reach out to case managers for personalized safety planning and resources.
3. Learn about options and ask questions without judgment.
4. Explore other campus and community support services available on the ""Get Help"" pages.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
Will I be judged if I reach out for help regarding relationship violence?,"No, you will not be judged. The Sexual Violence Support & Prevention Office respects your decisions and is available to help without judgment.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
Can I ask questions and learn about options without engaging in services immediately?,"Yes, you can connect with the SVSPO to ask questions and learn about options without engaging in services immediately.",1_2_6_11_6,https://www.sfu.ca/sexual-violence/get-help/relationship-violence.html
What is Tech-facilitated sexualized violence (TFSV)?,"Tech-facilitated sexualized violence (TFSV) is a specific type of sexualized violence that misuses technology to cause virtual and/or in-person harm. This can include, but is not limited to, misusing social media, virtual messaging platforms, webpages, dating apps, and digital, phone, or web cameras to threaten, harass, bully, embarrass, assault, extort, coerce, torment, or socially exclude another person.",1_2_6_11_7,https://www.sfu.ca/sexual-violence/get-help/technology-facilitated-sexualized-violence-.html
Who is most affected by tech-facilitated sexualized violence?,"Women, Indigenous people, Black people, racialized communities, and 2SLGBTQI+ individuals.",1_2_6_11_7,https://www.sfu.ca/sexual-violence/get-help/technology-facilitated-sexualized-violence-.html
What are some signs of tech-facilitated sexualized violence?,"Some signs of tech-facilitated sexualized violence (TFSV) include:

- Misusing social media to threaten or harass
- Virtual messaging platforms used for bullying or extortion
- Dating apps exploited to coerce or socially exclude someone
- Digital, phone, or web cameras used to embarrass or assault
- Any behavior that causes virtual or in-person harm",1_2_6_11_7,https://www.sfu.ca/sexual-violence/get-help/technology-facilitated-sexualized-violence-.html
How can I report an incident of TFSV?,"To report an incident of Tech-facilitated sexualized violence (TFSV), you can contact the Sexual Violence Support & Prevention Office (SVSPO) at 778.782.7233 or sv-support@sfu.ca. Additionally, consider reaching out to a trusted support person or one of the support services listed in the resources provided.",1_2_6_11_7,https://www.sfu.ca/sexual-violence/get-help/technology-facilitated-sexualized-violence-.html
What support services are available for victims of TFSV?,"- Sexual Violence Support & Prevention Office (SVSPO)
- Intimate Images Protection Service
- Compass Tool
- Reclaim Your Digital Space (e-learning course)
- Tech Safety Canada",1_2_6_11_7,https://www.sfu.ca/sexual-violence/get-help/technology-facilitated-sexualized-violence-.html
